,mnc,rating,reviews
2489,Meyer Organics,3.6,(450)
2490,Kaya Skin Clinic,3.3,(450)
2491,InfoBeans,3.3,(450)
2492,Dun & Bradstreet,3.0,(450)
2493,Knack RCM,3.0,(450)
2494,Tekion,3.4,(450)
2495,Impact Guru,3.6,(450)
2496,TriGeo Technologies,3.3,(449)
2497,Tata Steel Utilities and Infrastructure Services,3.6,(449)
2498,Indian Immunologicals,4.0,(449)
2499,Thrillophilia,3.7,(449)
2500,Konexions Back Office Services,2.6,(449)
2501,Transasia Bio-Medicals,3.3,(449)
2502,Clean Harbors,3.3,(449)
2503,Mashreq Global Services,3.1,(448)
2504,Tata Steel Colors,3.7,(448)
2505,Cimpress,3.8,(448)
2506,TCL,4.1,(448)
2507,Flipkart Health+,3.6,(448)
2508,Orient Craft,3.8,(447)
2509,NOON.COM,3.3,(447)
2510,FabHotels,3.1,(447)
2511,Mungi Group,3.9,(447)
2512,SPAR Hypermarkets,3.9,(447)
2513,Karvy Data Management,3.1,(447)
2514,NR Switch N Radio Services,3.8,(446)
2515,Regency Hospital Ltd,4.0,(446)
2516,Fossil Group,3.9,(446)
2517,DB Power Limited,4.7,(446)
2518,Montecarlo Construction,4.2,(445)
2519,Alankit,3.2,(445)
2520,SABIC,4.1,(445)
2521,Indian Political Action Committee,2.8,(445)
2522,Deluxe Entertainment,3.5,(445)
2523,Falcon Autotech,3.8,(445)
2524,Webkul Software,3.9,(445)
2525,Sunwoda Electronic India Pvt Ltd,3.9,(444)
2526,Group Bayport,4.2,(444)
2527,Premium Transmission,3.3,(444)
2528,DesignTech Systems,3.3,(444)
2529,GS Lab,3.7,(444)
2530,Intercontinental Exchange,3.2,(444)
2531,NIFTEL COMMUNICATIONS,3.6,(444)
2532,Talbros,3.8,(444)
2533,Dee Piping System,4.1,(443)
2534,Ingersoll Rand,3.7,(443)
2535,Aptech,3.3,(443)
2536,Tyger Capital,4.0,(443)
2537,e2open,3.4,(443)
2538,SMFG India Home Finance Co,3.7,(442)
2539,Axis Finance,3.8,(442)
2540,T.v. Sundram Iyengar & Sons,3.9,(442)
2541,FM LOGISTIC,4.0,(442)
2542,H & R Johnson,3.5,(442)
2543,State Street Bank,3.4,(441)
2544,Nexteer Automotive,3.8,(441)
2545,ZUCOL Services,3.8,(441)
2546,Infosys Consulting,3.4,(441)
2547,Adani Logistics,3.7,(441)
2548,OnePlus,3.8,(441)
2549,Chettinad Cements,3.8,(441)
2550,Siyaram Silk Mills,3.9,(440)
2551,Mahindra Lifespace Developers,4.2,(440)
2552,Arvind Fashions,3.8,(440)
2553,Lambda Therapeutic Research,3.8,(439)
2554,SoftwareOne,3.8,(439)
2555,Kothari Agritech,4.2,(439)
2556,Skillmine Technology Consulting,3.9,(439)
2557,TotalEnergies,3.7,(438)
2558,K D Hospital,4.5,(438)
2559,Western Union,2.8,(438)
2560,Fitelo,3.1,(438)
2561,Asian Granito India,3.6,(438)
2562,Fitelo,3.1,(438)
2563,AppInventiv Technologies,3.9,(438)
2564,UNIVO Education,3.3,(438)
2565,Yutika Natural,3.4,(438)
2566,Rakuten Symphony,3.6,(438)
2567,PULSUS HealthTech Group,3.2,(438)
2568,Ami Lifesciences,3.7,(438)
2569,Theobroma Foods,3.9,(438)
2570,NeoGrowth Credit,2.9,(438)
2571,Motilal Oswal Private Wealth Management,4.5,(437)
2572,Mazagon Dock,4.2,(437)
2573,ZTE Corporation,4.1,(437)
2574,Aker Solutions,4.0,(437)
2575,Vcare Trichology,3.5,(437)
2576,A. O. Smith India Water Products Private Limited,3.5,(437)
2577,KLAY Preschool and Daycare,3.5,(437)
2578,Honeywell International India,4.0,(436)
2579,CMA CGM Global Business Services,4.0,(436)
2580,National Organic Chemical Industries,3.8,(436)
2581,Calsoft,2.8,(436)
2582,International Automotive Components,3.9,(436)
2583,Learning Routes,4.5,(436)
2584,IL&FS Engineering and Construction,4.4,(436)
2585,Bonfiglioli Transmissions Limited,3.5,(436)
2586,Jyoti CNC Automation,3.9,(436)
2587,IndusInd Capital,3.9,(436)
2588,Imarticus Learning,3.9,(436)
2589,Marksans Pharma,3.4,(436)
2590,Nous Infosystems,3.4,(435)
2591,Nidec Corporation,3.6,(435)
2592,Freyr Solutions,3.6,(435)
2593,360 Realtors,3.5,(435)
2594,Bmm Ispat,3.9,(434)
2595,Ind-Swift Laboratories,3.9,(434)
2596,IIMI Image Management Private Limited,4.0,(434)
2597,Groupon,3.0,(434)
2598,GTL Infrastructure,4.2,(434)
2599,Entrata,3.8,(434)
2600,Citykart Retail,3.7,(434)
2601,Mann And Hummel Filter,3.8,(434)
2602,Kutchina,3.5,(434)
2603,Nagarjuna Fertilizers and Chemicals,4.1,(433)
2604,Ramada,3.8,(433)
2605,Haldia Petrochemicals,3.7,(433)
2606,Paynearby Technologies,3.9,(433)
2607,Powerweave,3.3,(433)
2608,Nowfloats Technologies,3.8,(433)
2609,Shiprocket Private Limited,3.4,(433)
2610,Orient Bell,3.4,(433)
2611,Self Practice,4.4,(433)
2612,Baramati Agro,3.8,(433)
2613,Tessolve,3.3,(432)
2614,CWT,3.5,(432)
2615,ARMSOFTECH.AIR,3.4,(432)
2616,Flipkart Wholesale,3.9,(431)
2617,Tally Solutions,4.0,(431)
2618,Capital Foods,4.2,(431)
2619,Carrier Midea,3.5,(431)
2620,FCM Travel,3.3,(431)
2621,India Nippon Electricals,3.6,(431)
2622,Le Méridien,4.0,(431)
2623,Carrier Midea,3.5,(431)
2624,Desun Hospital & Heart Institute,3.7,(431)
2625,Reshamandi,3.5,(430)
2626,Eurofins It Solutions,2.9,(430)
2627,Samsung C&T,4.2,(430)
2628,Pon Pure Chemical,3.6,(430)
2629,Europa Locks,3.8,(430)
2630,Ensono,4.1,(430)
2631,Hero Housing Finance,3.8,(430)
2632,Lotte India Corporation,4.0,(430)
2633,Chambal Fertilisers And Chemicals,3.8,(430)
2634,IMS People,3.6,(429)
2635,Mintifi,3.4,(429)
2636,ABCI Infrastructures,3.3,(429)
2637,Silver Touch Technologies,3.0,(429)
2638,Buhler,3.8,(428)
2639,Ashiana Housing,4.0,(428)
2640,Novartis Healthcare,4.0,(428)
2641,YKK,3.7,(428)
2642,Intelizign Lifecycle Services,3.8,(428)
2643,Astra Microwave Products,3.9,(427)
2644,Spice Money,4.1,(427)
2645,Aculife Healthcare,2.9,(427)
2646,CES,3.3,(427)
2647,TTK Healthcare,4.1,(427)
2648,B.C. Jindal Group of Companies,3.9,(427)
2649,Samsung SDS,3.0,(426)
2650,ANR Software Private Limited,4.1,(426)
2651,Oberoi Realty,4.3,(426)
2652,Systems Plus,4.2,(426)
2653,Prolifics Corporation,3.6,(426)
2654,Pawzz,4.5,(426)
2655,Nettur Technical Training Foundation,3.6,(425)
2656,Samsonite,4.1,(425)
2657,Shyam Sel & Power,3.7,(425)
2658,Secure Value,3.4,(424)
2659,Franchise India Brands,2.9,(424)
2660,Uniparts Group,3.7,(424)
2661,DataMetica,3.0,(423)
2662,Educomp Solutions,3.4,(423)
2663,Universal Corporation,3.6,(423)
2664,Indiafilings,3.9,(423)
2665,Capital Trust,3.3,(422)
2666,Saama Technologies,3.7,(422)
2667,Global Indian International School,4.2,(422)
2668,Motherhood Hospital,3.6,(422)
2669,Bonace Engineers,4.0,(422)
2670,Tagros Chemicals,3.5,(422)
2671,Hike Education Private Limited,4.3,(421)
2672,Roca Bathroom Products,3.7,(421)
2673,myGate,3.0,(421)
2674,Metrochem Api,3.1,(421)
2675,Owens Corning,3.6,(421)
2676,Bangalore International Airport,4.3,(422)
2677,Gtpl Hathway,4.0,(421)
2678,CogentHubCX.AI,3.2,(420)
2679,Medica Superspecialty Hospital,3.9,(420)
2680,Pole To Win,3.2,(420)
2681,Starbucks,4.1,(420)
2682,Qwik Supply Chain,3.8,(420)
2683,MyMoneyMantra,3.1,(420)
2684,National Bulk Handling Corporation,4.1,(420)
2685,Aka Logistics,3.1,(420)
2686,Venus Remedies,4.2,(420)
2687,Sagar Cements,4.3,(420)
2688,Mahindra Last Mile Mobility,3.8,(420)
2689,Zealous Services,2.6,(420)
2690,Essar Group,3.8,(419)
2691,ArisGlobal,2.8,(419)
2692,Adani Infra,3.8,(419)
2693,Apex Laboratories,3.9,(419)
2694,Aliens Group,3.9,(419)
2695,Viva Composite Panel,4.5,(419)
2696,Rama Medical College Hospital & Research Centre,3.7,(419)
2697,AIMLAY,4.7,(419)
2698,The Belgian Waffle co,4.4,(418)
2699,Accelya Solutions India Limited,3.4,(418)
2700,Havmor Ice Cream,4.1,(418)
2701,ITC Limited - Paperboards Specialty Papers Division,3.9,(418)
2702,Indigo Paints,3.8,(418)
2703,NCSI Technologies Pvt Ltd,3.6,(419)
2704,Daimler Truck,3.6,(418)
2705,HYT Engineering Company Pvt Ltd,3.2,(418)
2706,Agro Tech Foods,4.0,(417)
2707,Magus Customer Dialog,3.7,(417)
2708,Odessa,3.6,(417)
2709,PC Jewellers,3.8,(417)
2710,Enphase Energy,2.6,(417)
2711,P.D. Hinduja National Hospital and Medical Research Centre,3.9,(417)
2712,Fortis Escorts Hospital,4.3,(416)
2713,Jubilant Biosys,3.5,(416)
2714,Copeland,3.9,(416)
2715,Virchow Biotech,3.3,(416)
2716,Raptakos Brett and Company,3.4,(416)
2717,BPTP,4.1,(416)
2718,Ipsos,3.1,(415)
2719,Aramex,3.3,(415)
2720,Gujarat Ambuja Exports,3.3,(415)
2721,Indus Net Technologies,3.0,(414)
2722,Core Integra Consulting Services,3.4,(414)
2723,Dodsal Engineering & Construction,4.5,(414)
2724,Himatsingka Seide,3.5,(414)
2725,SKH Y-TEC,3.9,(414)
2726,GRT Jewellers,4.1,(414)
2727,SHARE Microfin,4.1,(414)
2728,Indian Space Research Organisation,4.6,(414)
2729,V-Xpress,3.9,(413)
2730,M Baazar,3.8,(413)
2731,Invensis Technologies,3.4,(413)
2732,V-bazaar Retail,3.9,(413)
2733,PowerSchool India,3.3,(413)
2734,VRB Consumer Products Private Limited,4.1,(413)
2735,Merck,4.1,(412)
2736,Greet Technologies,2.7,(412)
2737,RDC Concrete (India),3.9,(412)
2738,Workcell Solutions,3.5,(412)
2739,Balaji Wafers,4.3,(412)
2740,Win Medicare,4.1,(412)
2741,Win Medicare,4.1,(412)
2742,Oda Class,2.9,(411)
2743,Recpdcl.ltd,4.1,(411)
2744,STUDDS Accessories Limited,4.0,(411)
2745,Indian Overseas Bank,3.3,(411)
2746,NR Consulting,4.6,(411)
2747,Piramal Swasthya,4.1,(411)
2748,Onsitego,3.6,(411)
2749,Schoolnet India,3.8,(411)
2750,Kanpur Fertilizers & Chemicals,3.7,(411)
2751,CapeStart,4.5,(411)
2752,ICFAI University,3.6,(410)
2753,Gold Plus Glass,3.4,(410)
2754,Eversendai,3.5,(410)
2755,Munjal Showa,3.2,(409)
2756,Bank of Maharashtra,3.3,(409)
2757,Bharat Aluminium Company (BALCO),3.9,(409)
2758,Manhattan Associates,3.3,(409)
2759,Black Knight,3.5,(409)
2760,Bses Yamuna Power,3.7,(409)
2761,Slice,3.2,(409)
2762,Kailash Hospital,3.9,(408)
2763,SML Isuzu,4.1,(408)
2764,Sarvodaya Hospital,3.8,(408)
2765,Euler Motors,3.6,(408)
2766,PGP Glass,4.0,(408)
2767,Hexagon Nutrition,4.1,(407)
2768,Unilever Global,3.6,(407)
2769,Stanley Black & Decker,3.7,(407)
2770,LOGISTEED India Pvt. Ltd.,4.0,(407)
2771,RCM,4.1,(407)
2772,UCAL Fuel Systems,3.8,(407)
2773,Cheil India,2.9,(407)
2774,Acadecraft,3.7,(407)
2775,MAYORA,3.9,(407)
2776,Hanon Systems,4.0,(407)
2777,Al Turki Enterprises,3.5,(406)
2778,eNoah iSolution,3.8,(406)
2779,Dorset Industries,4.4,(406)
2780,MRF Vapocure Paints,4.0,(406)
2781,Gravita,4.4,(406)
2782,Hindustan Foods,3.6,(406)
2783,L&T Heavy Engineering,3.7,(406)
2784,Dixit Infotech Services,3.5,(406)
2785,Azentio,3.1,(406)
2786,Auro Realty Private Limited,4.4,(406)
2787,SMS India Private Limited,4.0,(406)
2788,Etech Global Services,3.6,(405)
2789,Venkateshwara Hatcheries,3.8,(405)
2790,Broadcom,3.2,(405)
2791,American Axle & Manufacturing,4.3,(405)
2792,The Phoenix Mills,3.9,(405)
2793,National Fertilizers,4.3,(405)
2794,Adroit Synergies,3.2,(405)
2795,Uplers,3.6,(405)
2796,Roop Automotives,4.2,(405)
2797,Welspun Flooring,3.8,(404)
2798,Thyssenkrupp Industrial Solutions,4.1,(404)
2799,Connectwise India,3.3,(404)
2800,The Hans Foundation,4.1,(404)
2801,Nyati Group,4.2,(404)
2802,Aeries Technology,3.1,(404)
2803,Air Liquide,3.5,(404)
2804,ABC Consultants,3.9,(404)
2805,Pearson Education India,3.9,(403)
2806,ClearTax,3.0,(403)
2807,Mettler-Toledo,3.5,(403)
2808,TVS Mobility,4.0,(402)
2809,Writer Corporation,3.4,(402)
2810,CEVA Logistics,3.8,(402)
2811,Huron,3.6,(402)
2812,Christian Medical College,4.1,(402)
2813,Sunstone,3.7,(402)
2814,GE Vernova T&D India,4.2,(402)
2815,Wonderla Holidays,4.4,(402)
2816,Burns & McDonnell,4.1,(401)
2817,GMR Hyderabad International Airport,4.1,(401)
2818,Tirumala Milk Products,4.2,(401)
2819,S. M. Auto Engineering,3.4,(401)
2820,Mantra Properties,4.3,(401)
2821,Dorf Ketal Chemicals,4.0,(400)
2822,Kuehne + Nagel,3.6,(401)
2823,CANTABIL RETAIL INDIA,3.9,(400)
2824,Muthoot Housing Finance Company,4.1,(400)
2825,Karamtara Engineering Limited,3.6,(400)
2826,Evoke Technologies,3.7,(399)
2827,Triumphant Institute of Management Education,3.7,(399)
2828,Icertis,3.3,(399)
2829,Mindlance,3.6,(399)
2830,Parksons Packaging,4.0,(399)
2831,Netlink Software,3.2,(399)
2832,Bosch Rexroth India,3.9,(398)
2833,Shree Baidyanath Ayurved Bhawan,3.9,(398)
2834,Federal Mogul Goetze,4.0,(398)
2835,Gps Renewables,4.0,(398)
2836,Nuziveedu Seeds,3.8,(398)
2837,Marelli Motherson Automotive Lighting,3.7,(397)
2838,Hajee A P Bava Construction,3.8,(397)
2839,Publicis,3.5,(397)
2840,ABM Knowledgeware,3.7,(397)
2841,BCH Electric,4.0,(397)
2842,Karvy DigiKonnect,3.2,(397)
2843,Agilent Technologies,3.9,(396)
2844,Thermax Babcock Wilcox Energy Solutions,4.1,(396)
2845,Indian Metals & Ferro Alloys,3.7,(396)
2846,SPRINKLR,2.9,(396)
2847,VTP Realty,3.5,(396)
2848,Jamna Auto Industries,3.8,(396)
2849,Examity,3.3,(396)
2850,Nobel Hygiene,3.9,(396)
2851,Accel Frontline,4.3,(395)
2852,Call 2 Connect,2.5,(395)
2853,AccorHotels,4.3,(395)
2854,Ambuja Neotia,3.8,(395)
2855,Supertech,3.9,(395)
2856,Kcc Buildcon,4.0,(395)
2857,Scientific Publishing Services,3.8,(395)
2858,Medline Industries India Private Limited,3.8,(395)
2859,D.p. Jain & Co. Infrastructure Pvt .,3.2,(395)
2860,Repco Home Finance,3.5,(395)
2861,Ess Kay Fincorp,4.2,(395)
2862,Hexagon Capability Center,4.0,(395)
2863,Hurix Digital,3.0,(395)
2864,Wellness Forever Lifestyle Chemist,3.9,(395)
2865,Park Hospital,3.7,(394)
2866,Konecranes,3.8,(394)
2867,Alfa Laval,3.9,(394)
2868,Nissan,3.6,(394)
2869,Merck Life Science,3.9,(394)
2870,LeadSquared,2.7,(394)
2871,Amri Hospital,4.0,(394)
2872,JBS Enterprises,3.2,(393)
2873,Shakti Pumps,3.7,(393)
2874,Fosroc India,4.3,(393)
2875,GSP Crop Science,4.0,(393)
2876,Teamspace Financial Services,4.0,(393)
2877,Imarque Solutions,3.1,(393)
2878,Rosmerta Technologies,3.3,(392)
2879,XL Health,4.2,(392)
2880,Kennametal,3.6,(392)
2881,Arjas Steel,3.9,(392)
2882,Diverse Lynx,3.4,(392)
2883,Acme Generics LLP,3.3,(392)
2884,Sedemac Mechatronics,3.9,(392)
2885,Coronis Health,3.3,(392)
2886,Bharat Rasayan,3.9,(391)
2887,Sumitomo Chemical,4.0,(391)
2888,VIT University,4.1,(391)
2889,Healthcare At Home,3.8,(391)
2890,Sangeetha Mobile,3.6,(391)
2891,Jeeves Consumer Services,3.5,(390)
2892,Vidal Health Tpa,3.3,(390)
2893,Elentec Power India (EPI) Pvt. Ltd.,3.9,(390)
2894,Smartworks,3.3,(390)
2895,Watertec India,3.7,(390)
2896,GE Aerospace,4.1,(390)
2897,Everest Spices,3.8,(390)
2898,Dynacons Systems & Solutions,3.6,(390)
2899,NTT Global Data Centers and Cloud Infrastructure,3.9,(389)
2900,IPE Global,3.8,(389)
2901,Phenom,3.3,(389)
2902,HL Mando,4.0,(389)
2903,Ryan,3.9,(389)
2904,TrueBlue,3.5,(389)
2905,US Tech Solutions,3.6,(389)
2906,AgreeYa Solutions,3.1,(388)
2907,Jade Global,3.4,(388)
2908,Moolchand Hospital,4.1,(388)
2909,MSCI,3.6,(388)
2910,Cooper Corporation,3.9,(388)
2911,Grey Orange,3.1,(388)
2912,Sleek International,3.5,(388)
2913,Intelliswift - An LTTS Company,3.3,(388)
2914,World Vision,4.3,(388)
2915,Epsilon Carbon,3.8,(388)
2916,Transact Global,4.6,(388)
2917,Servion Global Solutions,3.0,(387)
2918,G. D. Foods MFG (TOPS),3.8,(387)
2919,Intercontinental Consultants & Technocrats,4.1,(387)
2920,Duroshox,4.1,(387)
2921,Sandvik Mining and Rock Technology,4.0,(387)
2922,RSM US in India,3.4,(387)
2923,JUSTO Realfintech,4.4,(387)
2924,G. D. Foods MFG (TOPS),3.8,(387)
2925,Polybond India,3.7,(387)
2926,Navi Technologies,3.1,(387)
2927,SRM University,3.5,(386)
2928,Neuberg Diagnostics,3.4,(386)
2929,Indraprastha Gas,3.9,(386)
2930,OodlesTechnologies,3.2,(386)
2931,Mobileum,3.2,(386)
2932,Siemens Healthcare,4.0,(386)
2933,ANTOLIN,3.7,(386)
2934,SYSTRA,3.9,(386)
2935,Arcesium,3.4,(386)
2936,S2 Infotech,3.6,(385)
2937,Agarwal Packers and Movers Limited,3.3,(385)
2938,Expedia Group,3.6,(385)
2939,Eisai Pharmaceuticals,4.0,(385)
2940,Berkadia,3.8,(385)
2941,Elecon Engineering,4.2,(385)
2942,Berkadia,3.8,(385)
2943,Hathi Cement,4.0,(384)
2944,Runwal Group,3.9,(384)
2945,Helloverify,2.8,(384)
2946,Richa Global Export,3.9,(384)
2947,Xdbs,2.7,(384)
2948,Veeda Clinical Research,3.4,(384)
2949,Alfanar,4.1,(384)
2950,Vectus Industries,4.1,(384)
2951,Rubicon Research,3.4,(384)
2952,Synokem Pharmaceuticals,3.9,(384)
2953,Methodex,3.9,(384)
2954,RNFI Services,3.2,(383)
2955,Eclat Health Solutions,3.7,(383)
2956,Capri Global Housing Finance,3.5,(383)
2957,Kaddacon Systems,4.6,(383)
2958,Glaze Trading India,4.3,(383)
2959,Srei Equipment Finance,4.2,(383)
2960,Tudip Technologies,3.7,(383)
2961,AQuity Solutions India,3.7,(383)
2962,Bliss Gvs Pharma,4.1,(383)
2963,Krishna Group,3.9,(383)
2964,People Prime Worldwide,4.1,(382)
2965,The Hershey Company,4.0,(382)
2966,Técnicas Reunidas,3.9,(382)
2967,Rail Vikas Nigam,3.5,(382)
2968,Kirloskar Toyota Textile Machinery,4.5,(382)
2969,Milkbasket,3.8,(382)
2970,VXI Global Solutions,3.3,(382)
2971,Omnicom Global Solutions,3.3,(381)
2972,Centre For Sight,3.8,(381)
2973,Ultra Corpotech,3.9,(381)
2974,Brick&Bolt,3.3,(381)
2975,Labournet Services,4.0,(381)
2976,Paragon Footwear,4.0,(381)
2977,MCM Telecom Equipment,3.9,(381)
2978,Motherson Technology Services,3.3,(381)
2979,Hays Business Solutions,3.3,(380)
2980,Tega Industries,3.6,(380)
2981,SolarSquare Energy,3.0,(380)
2982,Dimension Data,4.5,(380)
2983,Sharda University,3.7,(380)
2984,Computacenter,3.9,(380)
2985,K L University,3.9,(380)
2986,Indifi Technologies,3.7,(379)
2987,Foundit,3.2,(379)
2988,SRMB SRIJAN,3.5,(379)
2989,Lumino Industries,3.8,(379)
2990,SiliconIndia,2.7,(378)
2991,Capital Small Finance Bank,3.6,(378)
2992,Heavy Engineering Industries & Shipbuilding,3.9,(378)
2993,PropTiger.com,3.8,(378)
2994,Andromeda Sales ans Distribution PVT LTD,3.2,(378)
2995,Concord Biotech,3.8,(378)
2996,Rainbow Hospital,3.7,(377)
2997,SATTVA,4.3,(377)
2998,Leixir Dental Group,4.5,(377)
2999,Pharmarack Technologies,3.5,(377)
3000,Yellow Diamond,4.0,(377)
3001,Bss Microfinance,3.8,(376)
3002,KaaShiv InfoTech Company,4.8,(376)
3003,Captain Steel India Limited,3.7,(376)
3004,Civica India,3.0,(376)
3005,Columbia Petro Chem,4.1,(376)
3006,Jawahar Navodaya Vidyalaya,4.4,(375)
3007,Cashpor Micro Credit,3.6,(375)
3008,Rahee Group,3.9,(375)
3009,Sunflag Iron and Steel,3.7,(375)
3010,Wildcraft,3.6,(375)
3011,Data-Core Systems,2.9,(375)
3012,Aquasub Engineering,3.8,(375)
3013,Lloyds Metals And Energy,3.8,(375)
3014,Hilex,3.8,(375)
3015,Priya Cement,4.2,(375)
3016,Apcer Life Sciences,3.4,(375)
3017,OneSource Specialty Pharma Limited,3.8,(375)
3018,Lauritz Knudsen Electrical & Automation,4.2,(375)
3019,Apmosys Technologies,3.1,(375)
3020,Karvy Innotech,2.9,(374)
3021,TCG Lifesciences,4.1,(374)
3022,Royal Orchid Hotels,4.1,(374)
3023,Mahendra’s Institute,3.1,(374)
3024,Bellsonica Auto Component,3.9,(374)
3025,Ven Consulting,3.2,(373)
3026,Awign Enterprises,3.6,(373)
3027,T&M Services consulting,3.6,(373)
3028,Associated Road Carriers,4.1,(373)
3029,Adani Electricity,3.5,(373)
3030,Johnson Controls Hitachi Air Conditioning,3.7,(372)
3031,Moser Baer,3.9,(372)
3032,Toshiba JSW Power Systems,4.3,(372)
3033,Zara,3.5,(372)
3034,Pranav Vikas India Private Limited,3.8,(372)
3035,Campus Activewear,4.1,(372)
3036,Planetcast,3.6,(372)
3037,Satyam Venture Engineering Services,3.4,(372)
3038,Utkarsh India,3.6,(372)
3039,Berar Finance,3.6,(372)
3040,TRL Krosaki Refractories,3.9,(372)
3041,Wagh Bakri Tea Group,4.2,(372)
3042,Maxxis Rubber,3.5,(372)
3043,Sri Aurobindo Society,4.0,(371)
3044,Trident Hotels,4.0,(371)
3045,RedBus,4.1,(371)
3046,QUADRANT TECHNOLOGIES INDIA PRIVATE LIMITED,3.7,(371)
3047,Toshiba Transmission & Distribution Systems,3.8,(371)
3048,Uneecops Technologies,3.7,(371)
3049,Department of Agriculture,4.2,(371)
3050,Vedant Fashions,4.1,(371)
3051,Kokuyo Camlin,3.7,(371)
3052,Evolent Health International,3.9,(371)
3053,Mitra SK,3.8,(371)
3054,Actalent Services,3.6,(371)
3055,Enterprise Growth Accelerator,3.5,(370)
3056,Mobiloitte Technologies,3.0,(370)
3057,Endava,3.4,(370)
3058,Descon Engineering,4.0,(370)
3059,Offshoot Agency,3.3,(370)
3060,Sj Contracts,4.2,(370)
3061,Birla Cement,4.1,(370)
3062,Teachnook,2.8,(370)
3063,Hitachi Vantara,3.5,(370)
3064,N Ranga Rao And Sons,3.8,(369)
3065,INOX Air Products,4.1,(369)
3066,Subway,4.2,(369)
3067,TMF Group,3.7,(369)
3068,Health India Tpa Services,3.2,(369)
3069,WPP,2.8,(369)
3070,Caparo Maruti,4.1,(369)
3071,Amoli Organics,3.7,(369)
3072,ITSource Technologies,2.8,(369)
3073,RWS Group,3.6,(369)
3074,Choice Consultancy Services,3.7,(369)
3075,Hollister Medical,4.0,(368)
3076,Hyundai Engineering and Construction,4.3,(368)
3077,Tribhovandas Bhimji Zaveri,3.9,(368)
3078,Rithwik Projects,3.9,(368)
3079,Gujarat Alkalies & Chemicals,4.5,(368)
3080,GTPL-KCBPL,4.0,(368)
3081,Time Technoplast,3.7,(367)
3082,EXEDY,3.8,(367)
3083,Vaibhav Global,3.2,(367)
3084,Light Microfinance,3.8,(367)
3085,SEIL Energy India,4.0,(367)
3086,New Opportunity Consultancy,4.2,(366)
3087,Tata Toyo Radiator,,
3088,Syncfusion,3.4,(366)
3089,Duroflex,3.8,(366)
3090,SBI Payment Services,3.9,(366)
3091,Swiss Re,3.8,(366)
3092,Gufic Biosciences,3.2,(366)
3093,Tata Digital,2.3,(366)
3094,Ryan International School,3.2,(365)
3095,Watchyourhealth.com,4.6,(365)
3096,Pegasystems,3.5,(365)
3097,Avineon India,4.0,(365)
3098,Hitachi Hi-Rel Power Electronics,3.8,(365)
3099,VST Industries,3.7,(365)
3100,Eaton India Innovation Center,3.7,(365)
3101,Hygienic Research Institute,3.8,(365)
3102,Treebo Hotels,3.2,(365)
3103,Harjai Computers,3.2,(364)
3104,People Group,3.4,(364)
3105,Lalitha Jewellery,4.0,(364)
3106,Cedcoss Technologies,2.9,(364)
3107,GGS Information Services,3.9,(364)
3108,HBL Global,4.3,(363)
3109,Suzuki,3.8,(363)
3110,TCI Supply Chain Solutions,3.9,(363)
3111,McNROE,4.0,(363)
3112,NCCCL,3.4,(363)
3113,Carraro,3.9,(363)
3114,Emami Paper Mills,4.1,(363)
3115,Parul University,3.4,(363)
3116,Yamaha Motor India Sales,4.1,(363)
3117,Woodenstreet.com,3.4,(363)
3118,Audi,3.7,(362)
3119,Jaguar Security Services,4.5,(362)
3120,Vini Cosmetics,4.0,(362)
3121,Vini Cosmetics,4.0,(362)
3122,Ben Franklin Opticians,3.9,(362)
3123,Qentelli,3.6,(362)
3124,A-1 Fence Products,4.0,(362)
3125,Lam Research,3.7,(361)
3126,Ample Technologies,3.7,(361)
3127,DotPe,3.1,(361)
3128,METRO Global Solutions Center,3.4,(361)
3129,Wipro GE Health Care,4.0,(361)
3130,Aarti Drugs,3.5,(361)
3131,Zoomcar,3.6,(361)
3132,6D Technologies,2.8,(361)
3133,Autocomp Corporation Panse,3.4,(361)
3134,Council of Scientific and Industrial Research,4.1,(360)
3135,Godrej Infotech,3.7,(360)
3136,Ssipl Lifestyle,4.0,(360)
3137,Technocon Services,3.3,(360)
3138,Deenanath Mangeshkar Hospital,3.8,(360)
3139,Borosil Glass Works,3.7,(360)
3140,Al Tasnim Enterprises,3.5,(360)
3141,R.K.M Powergen,3.9,(360)
3142,Kalkine Solutions,4.4,(360)
3143,DCM Shriram Industries,4.1,(359)
3144,Lido Learning,2.1,(360)
3145,The Park Hotels,3.9,(359)
3146,Hindustan Syringes & Medical Devices,4.0,(359)
3147,Oil India,4.1,(359)
3148,Lobo Staffing Solutions,4.1,(359)
3149,Halonix Technologies,3.8,(359)
3150,Protiviti India Member,2.7,(359)
3151,RV Solutions,3.7,(359)
3152,SMC Corporation,3.7,(359)
3153,Groww,3.7,(359)
3154,B S R & Co Llp,3.1,(359)
3155,Balrampur Chini Mills Limited,4.0,(359)
3156,Roquette Riddhi Siddhi,3.8,(359)
